Artist,Lyrics
lin-manuel-miranda,The problem is I got a lot of brains but no polish
michael-jackson,We'll have heaven blue skies and forever sunshine
nirvana,"You'll never leave me, mama"
nirvana,And the drippings from the ceiling
lin-manuel-miranda,"I'm with you, but the situation is fraught"
rihanna,When I see potential I just gotta see it through
lin-manuel-miranda,"Onarchy how you say, how you say, anarchy?"
michael-jackson,It's The Fallin' In Love That's Makin' Me High
bruno-mars,"That's why you can catch me here,"
michael-jackson,(then you ran into the bedroom)
lady-gaga,"S, S, S & M, M, M"
blink-182,I don't need anyone I don't need anyone
adele,Filling up my heart with golden stories
radiohead,Come on and let it out
lin-manuel-miranda,"I couldn't seem to die Wait for it, wait for it, wait for it (I'll write my way out)"
lin-manuel-miranda,"He handles the financials? You punched the bursar? Yes, I wanted to do what you did"
britney-spears,That you will be here and give me a sign
lin-manuel-miranda,An immigrant you know and love who's unafraid to step in
rihanna,"Love it when you talk that talk to me, yeah Talk that talk to me, yeah"
bruno-mars,"Stay up late, we don't sleep"
bruno-mars,Fresh out the mall in our brand new fits
blink-182,The unsuspecting victim of darkness in the valley
radiohead,I'm curling with my love
lin-manuel-miranda,I am not throwing away my shot
michael-jackson,My name is Dapper Dan
bruno-mars,"Girl show me, you got to you got to show me"
blink-182,The unsuspecting victim of darkness in the valley
blink-182,I fell in love with the girl at the rock show Black and white picture of her on my wall
lin-manuel-miranda,"The next time we go toe to toe? Alexander, rumors only grow"
lin-manuel-miranda,"Get your education, don't forget from whence you came"
lady-gaga,"When you're gone I'll still be bloody Mary Gaga, Gaga, Gaga, Gaga, Gaga, Gaga, Gaga, Gaga"
rihanna,"Just testing me, but still I'm losing it"
michael-jackson,You got blood lust for me
lin-manuel-miranda,"With every word, I drop knowledge"
michael-jackson,You're the one that I adore you
michael-jackson,The Girl Is So Dangerous
blink-182,I came in throught the windo last night
britney-spears,"But, I'll change your life after tonight"
michael-jackson,She can't stay in the room
lin-manuel-miranda,"For the first time, I'm thinkin' past tomorrow And I am not throwing away my shot"
adele,And you played it to the beat (Tears are gonna fall rollin' in the deep) Verse 2
radiohead,I sat in the cupboard
lin-manuel-miranda,"Do you promise not to tell another soul what you saw? No one else was in the room where it happened Is that a yes? Um, yes Dear Sir, I hope this letter finds you in good health"
lady-gaga,I wanna be your g. U.y (yeah)
bruno-mars,"Yes, I would die for ya, baby"
blink-182,With green eyes and long blonde hair
blink-182,Bored to death and fading fast
adele,"When you don't, ooh don't"
lady-gaga,"I'm my hair, yeah, yeah"
adele,Everybody taking different sides Shows that we ain't gonna stand shit
bruno-mars,"So I'll be out here 'til they call the cops. 'Cause my job got me going nowhere,"
adele,"Oy, I'm tired Where'd you go when you stayed behind"
adele,"It was hard to write, I had a lump in my throat"
britney-spears,I really wanna do what you want me to
rihanna,Boy I just wanna be in your possession
radiohead,What's the point of instruments
rihanna,"Ooh-we, oh-yeah (hmm na na na)"
michael-jackson,Can't you see that I'm in love
nirvana,Return of the rat Return of the rat
blink-182,A bit of pain will help us suffer when you're hurt
britney-spears,"Put on our music that makes us go fucking crazy, oh"
lin-manuel-miranda,"Poppin' a squat on conventional wisdom, like it or not"
lin-manuel-miranda,"Whoa, whoa, whoa said, to the rooftops"
adele,And I will always love you
nirvana,To find it with you just
adele,"All of my life, I've been frozen"
lin-manuel-miranda,"She said ""Be careful with that one, love"
lady-gaga,Do what you want with my body
bruno-mars,'Cause everything you heard is true You poor little heart will end up alone
radiohead,They will suck you down
michael-jackson,No one wants to be defeated
lady-gaga,We will take off our clothes
nirvana,I can't let you smother me
britney-spears,I know you heard it before
adele,Then our eyes cry and souls sigh
britney-spears,"That you're a liar, a liar"
nirvana,"He'll keep you in a jar,"
rihanna,Don't talk to me like I'm stupid
bruno-mars,'Cause I can't get a hold of you
lin-manuel-miranda,"In squalor, grow up to be a hero and a scholar? The ten-dollar founding father without a father"
bruno-mars,"Estoy perdiendo a mi manera,"
bruno-mars,"All I ask is that you'll always appreciate me, ooohh. You tell me to go, I start walkin out,"
britney-spears,With a taste of a poison paradise I'm addicted to you
michael-jackson,And if you wanna to see
nirvana,Let me take a ride
adele,"(Tears are gonna fall, rolling in the deep) We could have had it all"
lady-gaga,You saying that you want me?
adele,And as it fell you rose to claim it
adele,We will stand tall) Where you go I go
rihanna,Finally I can't take no more
michael-jackson,"And who gave you the right to shake my baby, she needs me"
bruno-mars,There's only one carrot and they all gotta share it I love you so
lin-manuel-miranda,He woulda been dead or destitute without a cent of restitution
radiohead,"You can be, it's okay"
britney-spears,Baby I can make you feel
adele,It feels like we're oceans apart
lin-manuel-miranda,Let's hatch a plot blacker than the kettle callin' the pot
michael-jackson,"You know I'm bad, I'm bad - shameone, you know"
lin-manuel-miranda,Lose Hamilton's pace is relentless
rihanna,And I still got my money
blink-182,"And now I, have come to realize"
lin-manuel-miranda,Tell your brother that he's gotta rise up
rihanna,"Used to love you, used to love you [Verse 2: Chris Brown]"
lin-manuel-miranda,You keep out of trouble and you double your choices
blink-182,Salvation's barely out of reach (out of reach) Torn apart like the brokenhearted
lady-gaga,"You make my heart stop Hey girl, can you hear me?"
nirvana,Hello hello hello how low
blink-182,And I know that you dated other guys
bruno-mars,Should've gave you all my hours
rihanna,Hold on tighter if you going my way Someone take this gloom and walk right on
bruno-mars,How do I expect to get there
lady-gaga,If only we were older I guess its just a silly song about you
blink-182,A boy who went out when he finished all his chores
radiohead,"If you think this is over, then you're wrong"
blink-182,And I can't explain what I need
radiohead,And now I know it's never gonna be oh me
radiohead,I can't kick your habit
adele,"If you're gonna let me down, let me down gently"
lin-manuel-miranda,And I am not throwing away my shot
rihanna,Take it some place that I don't go
lin-manuel-miranda,Turns out we have a secret weapon
bruno-mars,I think I want to marry you Is it the look in your eyes?
adele,"I just wanna have some fun I won't bore you with the details, baby"
lady-gaga,Now that I'm wakin' up
blink-182,"Sit out on the ledge, begged you to come down"
nirvana,And then I'm going to take the shells and driftwood and glue them onto the
rihanna,"Please don't stop the, please don't stop the, please don't stop the music Please don't stop the music Please don't stop the music, music, music Please don't stop the music, music, music, music, music, music, music Desperado"
rihanna,Now you can see it through my chest
blink-182,"All these other assholes, can I get an oh yeah? On and on, reckless abandon"
lin-manuel-miranda,"Down for the count, and I'm drownin' in 'em I have never been the type to try and grab the spotlight"
lady-gaga,I wanna be that G.U.Y.
adele,'Cause we are living worlds apart
adele,The winds of change are blowing wild and free
lin-manuel-miranda,Would you like to take it out and ask it
michael-jackson,(I'm So Tired Tired Now)
britney-spears,"Crazy, but it feels alright"
bruno-mars,Pero yo creo que ella siente que ya estoy atrapado. ¿Estás hablando conmigo?
radiohead,But we're still on the payroll
michael-jackson,"And you give, in your love"
blink-182,Show me the bathroom mirror (I'm feeling this)
rihanna,You turned around and gave me one last touch
bruno-mars,"It's something incredible, there's sex in your chemicals"
rihanna,I packed my bag and left with your best friend Easy for a good girl to go bad
nirvana,Forward yesterday -- Makes me wanna stay.
lin-manuel-miranda,Time What is it like in his shoes? Hamilton doesn't hesitate
adele,All my words to hold
rihanna,Gyal yo pum pum good and yuh fit
britney-spears,I'mma be a little selfish
radiohead,"You can be, it's okay"
rihanna,We gonna light up the night like shooting stars
michael-jackson,But The Power's In Beliving
michael-jackson,I'll Play The Fool For You
radiohead,Let's go down the waterfall
bruno-mars,I know it's hard but we'll get through
michael-jackson,"You're the answer to the prayers I say,"
bruno-mars,"She's got me losing my head,"
radiohead,"I don't want to know, I don't want to know, I don't want to know"
blink-182,Life is too short to last long
michael-jackson,And if you dare to rise above tomorrow
radiohead,To the shadows blue and red
radiohead,I'm talking to you after it's too late
michael-jackson,You should have started long ago
lady-gaga,I need something more from you
lady-gaga,"Because I'm best when I'm in love, and I'm in love with you Touch me touch me"
nirvana,Don't ever ask your love of me Don't expect me to cry
lady-gaga,"Lord, show me the way"
blink-182,"Mother-fucker, tits, fart, turd, and twat. Shit, piss, fuck, cunt, cock-sucker,"
radiohead,And fill up with noise
rihanna,Can you get it up
lady-gaga,"So press record, I'll let you film me On your video phone"
bruno-mars,"Say it's us (say it's us) and I'll agree, baby Jump in the Cadillac"
michael-jackson,And causes her mournful cry
nirvana,"Less is more, love is blind"
rihanna,"Are you hiding from me, yeah?"
nirvana,I don't care what you think unless it is about me
blink-182,Don't wait for me Home is such a lonely place without you
adele,"Out that door Well, I've been in town"
lin-manuel-miranda,I am not throwing away my shot
lady-gaga,But this photo of us
michael-jackson,He wanna do something keen to you
blink-182,(Oh oh oh oh) that I'm the man of your dreams come to life in a dive bar
adele,Didn't I do it right? Did I let you down?
adele,"Don't let go, baby give me light I love the way your body moves"
adele,I promise you will see
adele,"I'm willing to take the risk So petrified, I'm so scared to step into this right,"
radiohead,She says she'd love to come help but
britney-spears,But we could tell that there's changes coming
lin-manuel-miranda,I'm laughin' in the face of casualties and sorrow
lady-gaga,Aphrodite lady seashell bikini (garden panty)
rihanna,"We could be runaways, running from"
radiohead,She screwed me in a vice
michael-jackson,When she says hello to the world
michael-jackson,I'll Pick You Up In My Car
britney-spears,I'm not a girl There is no need to protect me
nirvana,You better confess Return of the rat
britney-spears,Not only you and me
radiohead,If you had another name
britney-spears,Tryna to make you understand
radiohead,That either way he turns
blink-182,To pick you up on our very first date
michael-jackson,"I'm a still remain the same,I'm unbreakable"
lin-manuel-miranda,And if we get this right
bruno-mars,You told me that they can understand the man I am
michael-jackson,Your just a dog gone!
lady-gaga,Rejoice and love yourself today
adele,We've gotta let go of all of our ghosts
britney-spears,Wipe the floor with all the boys
rihanna,"Money, money on my mind"
lin-manuel-miranda,We laugh and we cry
nirvana,I've been drawn into your magnetar pit trap trap
radiohead,The future is inside us
nirvana,And I say yeah I'm not like them
lin-manuel-miranda,And stand with them if they fought against oppressors
michael-jackson,Come on take me please
rihanna,We found love in a hopeless place Yellow diamonds in the light
britney-spears,"Do I imagine it, or catch these moments"
lin-manuel-miranda,I've been readin' 'n writin'
blink-182,And as I stared I counted
lady-gaga,Venus I can't help the way I'm feeling
blink-182,I'm on another planet with you
lin-manuel-miranda,I was seeking an accelerated course of study
blink-182,She said babe I'm sorry but I'm crazy tonight (wooo oh oh ohhh oh)
britney-spears,"Revive my dignity But, I can't go on as long as I believe (as long as I believe)"
lady-gaga,My artpop could mean anything Could try to sell you out or I
bruno-mars,For you and your friends
lady-gaga,If you ever let me go
rihanna,Always out to impress So come come come with me
michael-jackson,Catch a chicken with a P-Y-T
nirvana,"I would shiver the whole night through Rape me, rape me my friend"
britney-spears,But who am I to say
blink-182,Here I am standing on my own
radiohead,All these things into position
blink-182,Na na na na na na I woke up in the pouring rain
radiohead,I will eat you alive
lady-gaga,"Na-na-na, come on, come on"
rihanna,"Oh, baby, oh, still a long way to go"
bruno-mars,Me gustaría que estuvieras aquí conmigo
britney-spears,I wanna show all the dirt
michael-jackson,So D.J. Spin The Sounds
blink-182,After we're gone (like new years resolutions)
rihanna,Let's escape into the music
michael-jackson,I wanna fall with you again
michael-jackson,To Give It To You
lin-manuel-miranda,"I don't pretend to know the answer, but the question is real If I may, Mr. President?"
lin-manuel-miranda,I imagine death so much it feels more like a memory
bruno-mars,"It matters how this ends 'Cause what if I never love again? Oh, oh I, I was a city boy"
bruno-mars,"She's got me losing my head,"
britney-spears,And in the end we got the same faces
nirvana,"Sunbeams are never made like me Don't expect me to cry,"
michael-jackson,Into your arms I fell
michael-jackson,You're Everything This World Could Be
radiohead,I don't know why I
rihanna,"You're not easy to love, no Why is everything with you so complicated"
rihanna,"'Cause I know you wanna see me No heels,"
blink-182,Believe me I failed this effort
radiohead,Just as you write my number down
lin-manuel-miranda,Are we a nation of states what's the state of our nation?
bruno-mars,"Ooh, got me licking my lips"
adele,"Rumor has it, ooh She is half your age"
blink-182,You can only lean on me for so long
lin-manuel-miranda,"Dooo Hey (ohh, I do I do I do I)"
nirvana,Biting ass a lie friend
lin-manuel-miranda,Helpless Look into your eyes
radiohead,Broken hearts make it rain
rihanna,"Tricks calling the house, non-stop its"
bruno-mars,"Then pat, pat, pat 'til it's flat"
rihanna,Rock it til the grooves done Shake it til the moon becomes the sun (Sun)
lady-gaga,Long rides baby by the coast
lady-gaga,"Know, you wear my make-up well I'm gonna wear the towel, the power to leave you"
nirvana,I've got a new complaint
bruno-mars,Look out for a pretty little thing named Natalie
lin-manuel-miranda,"Rise up, it's time to take a shot"
bruno-mars,"Yeah, will find us I know once girls would leave me"
michael-jackson,Oh brother please have mercy 'Cause I just can't take it
blink-182,And I'll take you back if you'd have me
bruno-mars,Im Looking For The Girl
nirvana,"Nirvana, nirvana, nirvana, nirvana Black windows of paint"
adele,I know I left you speechless
bruno-mars,Yeah your sex takes me to paradise
britney-spears,"He is a killer just for fun, fun, fun, fun"
michael-jackson,And the whole world has to
bruno-mars,'Cause all this loving needs a home
britney-spears,Eyes on me this is my show
lin-manuel-miranda,"Send in your seconds, see if they can set the record straight Alexander Aaron Burr, sir Can we agree that duels are dumb and immature? Sure"
lady-gaga,"Sex in the air, I don't care, I love the smell of it"
radiohead,The bird lights float into my room
michael-jackson,To A Place That You Only Dream Of
britney-spears,"Baby, you spin me around"
rihanna,Turn the music up Okay everybody get down if you feel me
bruno-mars,Looking for them girls with the big old hoops
nirvana,I like you Somebody finally freed my brother
lin-manuel-miranda,Ev'ryone give it up for America's favorite fighting Frenchman Lafayette I'm takin this horse by the reins makin'
blink-182,(I'll take the last train home) (The last train home)
michael-jackson,Then There Ain't No Room For You This Part Of Town
blink-182,"Cause I am, I'm lost without you"
bruno-mars,"This is me and my liquor store blues. I'll take one shot for my pain,"
adele,And though I'm trying my hardest you go back to her
adele,supposed to stay beside me
britney-spears,You know I know that you know I know
rihanna,Maybe I've been California dreaming In this California king bed
rihanna,And I hope I'm not sounding too desperate
lady-gaga,Uh uh uh uh uh uh
lady-gaga,"Damn, you were in my Sexxx dreams (you were in my)"
blink-182,The look in your eyes makes me crazy
lady-gaga,'Cause we can't hide the evidence in our head Heard your boyfriend was away this weekend
lin-manuel-miranda,In the living room stressin'
lady-gaga,And if you say you're okay
radiohead,And there'll be no more lies
bruno-mars,"Try and try and you will win, don't give up."
michael-jackson,Don't take your love from me
lin-manuel-miranda,Pray that hell or heaven lets you in Seven Confess your sins
michael-jackson,Why did you let him get away?
lady-gaga,She wanna be take care'n of
lady-gaga,Goddess of love (wonder if this could be love)
michael-jackson,Just Keep Your Eyes On The Prize
britney-spears,Got you on my radar
blink-182,"Hold it up, I've got something I cannot hide"
radiohead,You know what I mean
adele,"All the things you'd say, they were never true, never true"
blink-182,"Just like last time, but a little worse, and She said that I'm not the one that she thinks about and"
bruno-mars,"You are my treasure, yeah, you you you, you are Treasure, that is what you are"
britney-spears,Be a little selfish Just lay right there and don't you move
nirvana,"Help me I won't find a way, no I'm going there to free my brother"
radiohead,And I have it all here
lin-manuel-miranda,"We roll like Moses, claimin' our promised land"
lady-gaga,"That I don't stand a chance, a chance I just wanna be myself"
michael-jackson,I Like The Feelin' You're
lin-manuel-miranda,"Hey yo, I'm just like my country"
lady-gaga,Too cold for you to keep her
lin-manuel-miranda,"If they apologize, no need for further action Number two If they don't, grab a friend, that's your second Your lieutenant when there's reckoning to be reckoned Number three"
nirvana,We could have all three
britney-spears,"Baby, thinkin' of you keeps me up all night You drive me crazy (you drive me crazy, baby)"
lin-manuel-miranda,"You spit, I'm 'a sit"
michael-jackson,You Can Call Me Honey
michael-jackson,"That Man, That Man, That"
blink-182,I feel alone and tired
nirvana,"A mulatto, an albino, a mosquito, my libido"
radiohead,"Well, come and break the door down"
nirvana,Even if you had a sight
adele,When the day is done
michael-jackson,They don't really care about us
blink-182,I would like to find him Friday night
michael-jackson,I Don't Know Whether To Live Or Die
lin-manuel-miranda,"Inside, he was longing for something to be a part of"
radiohead,Everything all of the time (the first of the children)
lady-gaga,"Baby, you're the greatest to me,"
adele,Maybe this just means that I`m not drunk enough So I pour myself another drink
adele,Made my way into the night
michael-jackson,Scream in my face then pushed you back
michael-jackson,"And who gave you the right to take, intrusion to see me?"
bruno-mars,But you think that you're on your way
michael-jackson,I'll look up and see
britney-spears,"Britney, before you go, there's something I want you to have"
blink-182,They don't even care at all She's open waiting for more (she's open for more)
radiohead,Blame it on the black star
radiohead,"From a great height, height"
rihanna,"Just say now, I'm coming right now, to be close to you Said you let it go, you kept it"
lin-manuel-miranda,I think your pants look hot
nirvana,Please don't deceive me when I hurt you
lin-manuel-miranda,With only the memories of when you were mine
lady-gaga,(She's got me like nobody)
bruno-mars,Take you to every party
lady-gaga,I'm kinda busy K-kinda busy
nirvana,Take time with a wounded hand -- Cause it likes to heal. I like to steal.
lady-gaga,Natural goddess (guy) touch me touch me
lady-gaga,I just want it to be hot
nirvana,I feel very privileged in debt for my thirst Hold me down in restitution
lady-gaga,Tonight I'm not takin' no calls
lin-manuel-miranda,Will they know you rewrote your game?
adele,As far as I'm concerned
michael-jackson,Too bad too bad about it
radiohead,I keep the wolf from the door
britney-spears,"You were my first love,"
lady-gaga,Ale-ale-jandro (2) Dont bother me
britney-spears,Got you on my radar
michael-jackson,Cantaremos sobre lo que fue
lady-gaga,I need a love thats crazy don't you see?
britney-spears,Let me break the ice
nirvana,"(This I feel as the dawn, it fades to gray)."
britney-spears,(On my radar) And when you walk
lin-manuel-miranda,"Then King George turns around, runs a spending spree"
radiohead,Sit in the back while no-one drives
radiohead,When you mess with us
adele,Whenever you look at me I wish I was her
rihanna,You got somebody other than me
britney-spears,Uncontrollably I wanna go all the way
radiohead,Oh hail to the thief
bruno-mars,But you're the first girl I met Baby girl you're shining like a star
michael-jackson,Is the greatest show on earth (yea e yea)
blink-182,I feel the darkness break upon her
radiohead,If you are on the top then it is a long drop
radiohead,We know where you live
blink-182,Everyone raises kids in a world that changes life to a bitter game
rihanna,Now I could make 'em put the K's away
lin-manuel-miranda,He ain't ever gonna set his descendants free
adele,"You're so provocative, I'm so conservative"
michael-jackson,When you're not on top
radiohead,A total waste of time
blink-182,"She's the one, she'll always be there"
rihanna,Love it when you talk that talk to me yeah
rihanna,"Sex with me is amazing, with her it'll feel alright"
lin-manuel-miranda,We were sick and she was holding me
bruno-mars,Before I put my spell on you
lin-manuel-miranda,What are the odds the gods would put us all in one spot
radiohead,There'll be no more lies
adele,"Where love is lost, your ghost is found"
rihanna,"Can we burn something, babe?"
blink-182,That I stayed over? Are we halfway gone or halfway there? Left alone
bruno-mars,But why do I wait to come see you
lady-gaga,"I am my hair, I am my hair"
britney-spears,To make her feel alright Oh the girl in my mirror
bruno-mars,I watch the whole room change
adele,We both know we ain't kids no more
michael-jackson,(Say We're Just Good Friends)
lady-gaga,We both won't act like someone else
bruno-mars,Sayin (Ladies is pimps too) (3x)
radiohead,Before you run away from me
blink-182,Show me the bedroom floor (I'm feeling this)
nirvana,"Sunbeams are never made like me Don't expect me to cry,"
rihanna,"And then I get, a scary thought"
bruno-mars,Ooh and it hunts me every time I close my eyes
britney-spears,And I'm sorry I've already made my wish
rihanna,This feels like so unreal I'm obsessive when just one thought of you comes up
britney-spears,"When I crack that whip, everybody goin' trip"
lin-manuel-miranda,Wait for it I'm not falling behind or running late Wait for it
blink-182,Can we forget about the things I said when I was drunk...
adele,It's in my blood and I stain every heart that I use to heal the pain
radiohead,There's a gap in between
michael-jackson,For all the money in the world
adele,"I can't describe how I feel, it feels right It's above and beyond me"
lin-manuel-miranda,"In 1784, I tried to float banning slavery in the West"
britney-spears,I don't wanna feel the pain
bruno-mars,But ain't nobody gonna save us now (oooh)
bruno-mars,"But when I play, I never stay"
lin-manuel-miranda,"Everybody's dancin' and the band's top volume Grind to the rhythm as we wine and dine Grab my sister, and"
britney-spears,All my people up for more let me see you dance
lin-manuel-miranda,I'm willing to wait for it Wait for it
lin-manuel-miranda,"It's time to take a shot, time to take a shot"
radiohead,"You do it to yourself, whoa"
britney-spears,But you can't tell me what to do Don't get me wrong
nirvana,Here is another word that rhymes with shame You could do anything Your life is shit
blink-182,(I'll take the last train home) (The last train home)
radiohead,That she bought from a rubber man
lin-manuel-miranda,You sleep in your office instead
adele,"Whatever it is, I depend on it"
rihanna,Let me see if this is something I can fix
radiohead,"Come on, rain down on me"
rihanna,Acting acting silly boy? Silly boy (silly boy)
bruno-mars,"Just back it up on me girl, right now, right now I got your body rockin' side to side (straight up)"
rihanna,The clouds are rolling in
adele,Hear my heart burst again For this is the end
bruno-mars,"Well here I am, baby, here I am, baby"
britney-spears,Got these fellas chasing me
nirvana,Maybe she would like some food
radiohead,Don't blow your mind with whys
britney-spears,"(As long as you want it come with me we can do it baby, baby, baby) I am here to testify"
nirvana,Stored deep inside me I formulate infinity
nirvana,No I don't have a gun
nirvana,I miss the comfort in being sad
michael-jackson,Even sell my soul to the devil
rihanna,Disturbia Bum bum be-dum bum bum be-dum bum
lin-manuel-miranda,The problem is I got a lot of brains but no polish
radiohead,"I'm taking you down, I'm taking you down"
blink-182,"And I am not fine, last night I saw you online"
britney-spears,"You're some kind of fine Oh, I think I like you"
radiohead,Women and children first and the children first and the children
radiohead,There'll be no more lies
lin-manuel-miranda,"Should we honor our treaty, King Louis' head"
rihanna,"We're beautiful like diamonds in the sky Palms rise to the universe, as we moonshine and molly"
radiohead,You've got a Cheshire cat grin
michael-jackson,Life Like You're The Law
rihanna,"Yeah, I said it, babe"
lady-gaga,"And when, youre feeling like you're not enough."
bruno-mars,"You're more than my girl, you're my best friend"
rihanna,But he can be anything at all
lady-gaga,The only place you wanna be
michael-jackson,And all the prolems that I caused you
radiohead,And how much did it cost
radiohead,"No longer afraid of the dark or midday shadows, nothing so ridiculously teenage and desperate"
lin-manuel-miranda,"Meanwhile, Britain keeps shittin' on us endlessly"
blink-182,"There's nothing left to say, and so goodnight I will follow the trail to tomorrow"
rihanna,With a little bit too much to say Ghost in the mirror
lin-manuel-miranda,I walk these streets famished
michael-jackson,I'm a dancin' man yeah
radiohead,All the things you got
blink-182,"And take, my one last breath"
nirvana,"And you'll think you're happy... now! You're in a laundry room,"
rihanna,"'bout the way you kiss me, when I'm sleeping [Chorus: Rihanna & Chris Brown]"
britney-spears,"Every day and every night You drive me crazy (you drive me crazy, baby)"
radiohead,Don't you flan in the face
blink-182,"Help me, I'm scared please show me how"
radiohead,It is the 21st century
michael-jackson,"A nightmare, that’s the case"
nirvana,Care if it's old I don't mind
lin-manuel-miranda,"With my, shot Yo, I'm a tailor's apprentice"
adele,"Oh, let me be the one to hear the silent wish you make What are you doing the rest of your life?"
adele,Of when we were young Let me photograph you in this light
lin-manuel-miranda,We need to handle our financial situation
nirvana,"What do I think? I think Hate, hate your enemies"
michael-jackson,You've got no reason to frown
lady-gaga,I wish I could be strong
britney-spears,That I'm sent from above
rihanna,Cause you're always out to impress
michael-jackson,"broke bones, tombstones, how do you think I’m kidding"
michael-jackson,Keep It In The Closet
michael-jackson,He hot willed in the face
britney-spears,"(Ah) And I'm all listened out Call, call, call"
nirvana,"Broken hymen of your Highness, I'm left back"
adele,"I miss you, I miss you"
lady-gaga,But I guess I could forgive you tonight
rihanna,Boy show me what you wanna do
bruno-mars,"Oh, I still dream of simple life"
rihanna,"Ah yeah, ah yeah, ah yeah, yeah They can say whatever, I'ma do whatever"
nirvana,Blanket acne'd with cigarette burns
blink-182,Should I go back should I go back should I
radiohead,Gather up the lust and soul
rihanna,"Can you handle the curves, can you run all the lights"
michael-jackson,"All they say, I do"
nirvana,Forever in debt to your priceless advice
bruno-mars,"Oh, you got me burning up (oh-oh)"
rihanna,I know that I must pass this test
bruno-mars,"In Spike Lee joint I'm Gator, I'm Gator, I'm Gator"
michael-jackson,Just Good Friends . . .
britney-spears,"Make me ooh, ooh, ooh, ooh"
lady-gaga,That boy is a monster m-m-m-monster
radiohead,Immerse your soul in love
lady-gaga,You've been played 'Cause I do not accept any less
adele,"Swept away, I'm stolen Let the skyfall"
michael-jackson,If you ever look behind
britney-spears,You set me on fire
radiohead,But we all like stars
bruno-mars,Every time you're standing next to me
blink-182,"Do you grin inside, you're killing me"
lin-manuel-miranda,"I'm young, scrappy and hungry"
nirvana,I no longer have to hide
adele,Hear my heart burst again For this is the end
radiohead,I will shape myself into your pocket
lin-manuel-miranda,If we manage to get this right
rihanna,"Run through your town, I shut it down"
adele,"Swept away, I'm stolen Let the sky fall, when it crumbles"
michael-jackson,She Wants To Give It
adele,Maybe you got too used to having me 'round
rihanna,You're gonna be in the emergency room
lin-manuel-miranda,"I'm young, scrappy and hungry"
bruno-mars,"That place we went the last time, the last time, oh Moonshine, your love it makes me come alive"
michael-jackson,And soon you'll hear me
michael-jackson,To Try To Stop This
michael-jackson,(I give you my heart)
adele,"Whenever you look at me I wish I was her Time and time again, I play the role of fool"
rihanna,"Hold me back, I'm 'bout to spaz I'm FourFiveSeconds from wildin'"
lin-manuel-miranda,Will they know what you overcame?
blink-182,I can't listen no more
lin-manuel-miranda,To get your right hand man back Alexander Hamilton
radiohead,But now I see you messing me around
britney-spears,"Break it down, show me what you got Ooh my my baby don't be shy"
michael-jackson,I got song you enchanted me
blink-182,I barely made it out alive
radiohead,Take me back home again
michael-jackson,(that he struck you a crescendo Annie)
lin-manuel-miranda,"Wait till the 1800's, and their population doubles"
bruno-mars,"You are my treasure, yeah, you you you, you are"
rihanna,"Used to love you, used to love you (Baby, ahhh)"
adele,"Just a vague and broken boy instead But I won't go, I can't do it on my own"
britney-spears,Don't you know that you're toxic?
britney-spears,"Take me high and just wipe away my fears,"
nirvana,They travel far to keep their stomachs full
nirvana,You will make him happy.
britney-spears,If you think you're so hot
rihanna,Where I'm about to go
blink-182,I know not what I did
adele,When I don't get nothing back
michael-jackson,"See, whatever happens, don't let go of my hand"
radiohead,If you'd been a dog
bruno-mars,"Don't brag about it, come show me Come on, dance"
lady-gaga,"We love them! (We love them) I'm not loose, I like to party"
blink-182,Stand up straight and tall and shout about it I think I'm on another world with you
lin-manuel-miranda,Plannin' for the future see him now as he stands on the bow of a ship headed for a new land
rihanna,I'm tired of being played like a violin
michael-jackson,She hides from the color
adele,I've drowned and dreamt this moment
nirvana,I don't have the right
lady-gaga,She's a mess she's a mess
lin-manuel-miranda,I am not throwing away my shot
nirvana,"Don't feel guilty, master writing Somebody said that they're not much like I am"
nirvana,Like disco lemonade I smell sex and candy here
michael-jackson,Did you ever stop to notice
michael-jackson,I'm So Proud I Am The Only One
radiohead,"Trying to get yourself away,"
nirvana,I wish I could eat your cancer when you turn black Hey!
britney-spears,When we fall in love for the first time It's gonna be bombastic love
bruno-mars,She Was Gone Before I Could Say Shit
britney-spears,You ain't gotta be scared
adele,"You set me free, oh Send my love to your new lover"
rihanna,Long distance I need you
adele,I feel my heart begin to burst and bleed
lin-manuel-miranda,I couldn't seem to die I wrote my way out
nirvana,And he likes to sing along
britney-spears,Can tell you want me
lin-manuel-miranda,It takes and it takes and it takes
radiohead,In your arms (don't hurt me)
adele,It was just like a song
rihanna,And you take that to new extremes
nirvana,"As an old Memoria, memoria"
adele,You never seem to make it through the door
bruno-mars,Feels like I'm on fire The smoke detector's going off
bruno-mars,"Yeah, we got it goin' on, got it goin' on"
radiohead,And you can't offer me escape
bruno-mars,(Oh) All I have is this picture in a frame
britney-spears,"Be a little Boom, boom, baby"
nirvana,"Everyone is hollow Pick me, pick me yea"
adele,When it crumbles (when it crumbles)
nirvana,When you go away The sun shines in the bedroom
rihanna,And I'm the one to blame
britney-spears,Santa that's my only wish this year I hope my letter reaches you in time
adele,"If you're gonna let me down, let me down gently"
blink-182,The smoke alarm is going offf and there a cigarette
michael-jackson,But my friend you have seen nothing
britney-spears,'Cause it sounds so good
adele,"`cause you and me, we`re good"
michael-jackson,Lay back in my tenderness
adele,How dare you think you'd get away with trying to play me Why is it every time I think I've tried my hardest
michael-jackson,Like a child so gay and so carefree
bruno-mars,Our precious jewel has returned
nirvana,Light my candles in a daze
