Artist,Lyrics
britney-spears,"Let's take on the zone, lets take on the zone (If you really want to battle) (It's you and me baby and the music turns our body all night long) All night long (We're almost there)"
britney-spears,I'm feeling it bad and I can't explain My soul is there My hips all moving at a rapid pace Can you feel it burn
britney-spears,"From the tip of my toes, running through my veins And now's your turn Let me see what ya got, don't hesitate I want to get stupid Trying to take my music"
britney-spears,It's like a competition Me against the beat I want to get in the zone I want to get in the zone If you really want to party
britney-spears,"Settle up and get your rhythm Try to hit, you could die In a minute, I'ma take-a ya on, I'ma take-a ya on Hey, hey, hey (here we go) All my people on the floor let me see you dance"
britney-spears,"All my people up for more let me see you dance All my people, 'round and 'round let me see you dance All my people in the crowd, let me see you dance I wanna see you Get on the floor"
britney-spears,"Baby, lose control Just work your body And let it go If you want to party"
britney-spears,"Just grab somebody And baby we can dance all night Hey Britney, you say you wanna lose control Come over here I got something to show you Sexy lady, I'd rather see you bare your soul"
britney-spears,If you think you're so hot Better show me what you got All my people in the crowd Let me see you dance Come on Britney lose control
britney-spears,"Watch me take it down Get on the floor Baby, lose control Just work your body And let it go"
britney-spears,If you want to party Just grab somebody Hey baby we can dance all night All my people on the floor let me see you dance All my people up for more let me see you dance
britney-spears,"All my people, 'round and 'round let me see you dance All my people in the crowd, let me see you dance I wanna see you All my people in the crowd, Let me see you dance"
britney-spears,Come on Britney take it down Make the music dance All my people 'round and 'round Party all night long
britney-spears,"Come on Britney lose control Watch you take it down Baby, can't you see A guy like you should wear a warning I'm falling There's no escape"
britney-spears,"I can't wait I need a hit Baby, give me it I'm loving it Too high"
britney-spears,"Can't come down Losin' my head Spinnin' 'round and 'round Do you feel me now? Oh,"
britney-spears,The taste of your lips I'm on a ride You're toxic I'm slippin' under With a taste of a poison paradise I'm addicted to you
britney-spears,Don't you know that you're toxic? And I love what you do Don't you know that you're toxic? It's getting late To give you up
britney-spears,"I took a sip From my devil's cup Slowly, it's taking over me Too high Can't come down"
britney-spears,"It's in the air and it's all around Can you feel me now? Oh, Taste of your lips I'm on a ride"
britney-spears,You're toxic I'm slippin' under With the taste of a poison paradise I'm addicted to you Don't you know that you're toxic? And I love what you do
britney-spears,"Don't you know that you're toxic? Don't you know that you're toxic? (Oh, oh) Taste of your lips I'm on a ride You're toxic I'm slippin' under"
britney-spears,With a taste of a poison paradise I'm addicted to you Don't you know that you're toxic? With the taste of your lips I'm on a ride You're toxic I'm slippin' under
britney-spears,With a taste of the poison paradise I'm addicted to you Don't you know that you're toxic? Intoxicate me now With your lovin' now I think I'm ready now
britney-spears,"I think I'm ready now Intoxicate me now With your lovin' now I think I'm ready now Superstar Where you from, how's it going?"
britney-spears,"I know you Got a clue, what you doing? You can play brand new to All the other chicks out here But I know what you are"
britney-spears,"What you are, baby Look at you Gettin' more than just a re-up Got all the puppets with their strings up Fakin' like a good one But I call 'em like I see 'em"
britney-spears,"I know what you are What you are, baby Womanizer, woman-womanizer You're a womanizer Oh, womanizer, oh"
britney-spears,"You're a womanizer, baby You, you, you are You, you, you are Womanizer Boy don't try to front, uh, I Know just, just, what you are, ah, ah"
britney-spears,"Boy don't try to front, uh, I Know just, just, what you are, ah, ah You got me going You're oh so charming"
britney-spears,"But I can't do it Boy don't try to front, uh, I Know just, just, what you are, ah, ah Boy don't try to front, uh, I"
britney-spears,"Know just, just, what you are, ah, ah You say I'm crazy I got you crazy You're nothing but a You got the swagger of a champion"
britney-spears,"Too bad for you You just can't find the right companion I guess when you have one too many Makes it hard, it could be easy Who you are"
britney-spears,"That's just who you are, baby Lollipop Must mistake me, you're the sucker To think that I Would be a victim, not another Say it, play it, how you wanna?"
britney-spears,"But no way I'm ever gonna Fall for you Never you, baby Womanizer, woman-womanizer You're a womanizer"
britney-spears,"Oh, womanizer, oh You're a womanizer, baby You, you, you are You, you, you are Womanizer Boy don't try to front, uh, I"
britney-spears,"Know just, just, what you are, ah, ah Boy don't try to front, uh, I Know just, just, what you are, ah, ah You got me going"
britney-spears,"You're oh so charming But I can't do it Boy don't try to front, uh, I Know just, just, what you are, ah, ah"
britney-spears,"Boy don't try to front, uh, I Know just, just, what you are, ah, ah You say I'm crazy I got you crazy You're nothing but a"
britney-spears,"Womanizer Maybe if We both lived in a (Womanizer, womanizer, womanizer, womanizer) It would be all good And maybe I could be your girl"
britney-spears,"But I can't 'Cause we don't Womanizer, woman-womanizer You're a womanizer Oh, womanizer, oh"
britney-spears,"You're a womanizer, baby You, you, you are You, you, you are Womanizer Boy don't try to front, uh, I Know just, just, what you are, ah, ah"
britney-spears,"Boy don't try to front, uh, I Know just, just, what you are, ah, ah You got me going You're oh so charming"
britney-spears,"But I can't do it Boy don't try to front, uh, I Know just, just, what you are, ah, ah Boy don't try to front, uh, I"
britney-spears,"Know just, just, what you are, ah, ah You say I'm crazy I got you crazy You're nothing but a Womanizer Boy don't try to front, uh, I"
britney-spears,"Know just, just, what you are, ah, ah Boy don't try to front, uh, I Know just, just, what you are, ah, ah Womanizer, woman-womanizer You're a womanizer"
britney-spears,"Oh, womanizer, oh You're a womanizer, baby You wanna, you wanna You want a hot body? You want a Bugatti? You want a Maserati? You better work bitch You want a Lamborghini? Sippin' martinis?"
britney-spears,"Look hot in a bikini? You better work bitch You wanna live fancy? Live in a big mansion? Party in France? You better work bitch, you better work bitch"
britney-spears,"You better work bitch, you better work bitch Now get to work bitch! Now get to work bitch! Bring it on, ring the alarm Don't stop now, just be the champion"
britney-spears,"Work it hard, like it's your profession Watch out now, cause here it comes Here comes the smasher, here comes the master Here comes the big beat, big beat disaster"
britney-spears,"No time to quit now, just time to get it now Pick up what I'm putting down Pick up what I'm putting down You want a hot body? You want a Bugatti? You want a Maserati? You better work bitch"
britney-spears,You want a Lamborghini? Sippin' martinis? Look hot in a bikini? You better work bitch You wanna live fancy? Live in a big mansion? Party in France?
britney-spears,"You better work bitch, you better work bitch You better work bitch, you better work bitch Now get to work bitch! Now get to work bitch! Break it off, break it down"
britney-spears,"See me come and you can hear my sound Tell somebody in your town Spread the word, spread the word Go call the police, go call the governor"
britney-spears,"I bring the treble, don't mean to trouble ya' I make the governor, call me the governor I am the bad bitch, the bitch that you'll never know Hold your head high, fingers to the sky They gonna try to try ya', but they can't deny ya'"
britney-spears,"Keep it moving higher, and higher Keep it building higher, and higher So hold your head high, fingers to the sky Now they don't believe ya', but they gonna meet ya'"
britney-spears,"Keep it moving higher and higher Keep it moving higher and higher and higher Work, work, work, work Work, work, work, work Work, work, work, work"
britney-spears,"Work, work, work Work it out, work it out, work it out, work it out Work it out, work it out, work it out, work it out Work it out, work it out, work it out, work it out"
britney-spears,"Work it out, work it out You better work bitch You better work bitch Oh, baby, baby Oh, baby, baby Oh, baby, baby, how was I supposed to know"
britney-spears,"That something wasn't right here Oh, baby, baby, I shouldn't have let you go And now you're out of sight, yeah Show me how you want it to be Tell me, baby, 'cause I need to know now what we've got My loneliness is killin' me"
britney-spears,"I must confess I still believe When I'm not with you I lose my mind Give me a sign Hit me, baby, one more time Oh, baby, baby, the reason I breathe is you"
britney-spears,"Boy, you've got me blinded Oh, pretty baby, there's nothin' that I wouldn't do It's not the way I planned it Show me how you want it to be Tell me, baby, 'cause I need to know now what we've got My loneliness is killing' me"
britney-spears,"I must confess I still believe When I'm not with you I lose my mind Give me a sign Hit me, baby, one more time Oh Eh"
britney-spears,"Eh Yeah Oh, baby, baby, how was I supposed to know Oh, pretty baby, I shouldn't have let you go I must confess that my loneliness Is killing me now Don't you know I still believe"
britney-spears,"That you will be here and give me a sign Hit me, baby, one more time My loneliness is killin' me I must confess I still believe When I'm not with you I lose my mind"
britney-spears,"Give me a sign Hit me, baby, one more time (I must confess) My loneliness is killin' me (That my loneliness is killing me now)"
britney-spears,I must confess I still believe (Don't you know I still believe) When I'm not with you I lose my mind (That you will be here) Give me a sign
britney-spears,"Hit me, baby, one more time Notice me Take my hand Why are we Our love is strong"
britney-spears,Why carry on without me Every time I try to fly I fall Without my wings I feel so small I guess I need you baby
britney-spears,And every time I see You in my dreams I see your face It's haunting me
britney-spears,I guess I need you baby I make-believe That you are here It's the only way That I see clear
britney-spears,What have I done You seem to move on easy Every time I try to fly I fall Without my wings I feel so small
britney-spears,I guess I need you baby And every time I see You in my dreams I see your face
britney-spears,You're haunting me I guess I need you baby I may have made it rain Please forgive me My weakness caused you pain
britney-spears,And this song's my sorry At night I pray That soon your face will fade away Every time I try to fly I fall Without my wings I feel so small
britney-spears,I guess I need you baby And every time I see You in my dreams I see your face
britney-spears,You're haunting me I guess I need you baby You tell me you're in love with me Like you can't take your pretty eyes away from me It's not that I don't wanna stay
britney-spears,"But every time you come too close I move away I wanna believe in everything that you say 'Cause it sounds so good But if you really want me, move slow There's things about me you just have to know Sometimes I run"
britney-spears,"Sometimes I hide Sometimes I'm scared of you But all I really want is to hold you tight Treat you right, be with you day and night Baby all I need is time I don't wanna be so shy"
britney-spears,Every time that I'm alone I wonder why Hope that you will wait for me You'll see that you're the only one for me I wanna believe in everything that you say 'Cause it sounds so good
britney-spears,"But if you really want me, move slow There's things about me you just have to know Sometimes I run (sometimes) Sometimes I hide Sometimes I'm scared of you"
britney-spears,"But all I really want is to hold you tight Treat you right, be with you day and night All I really want is to hold you tight Treat you right, be with you day and night Baby all I need is time Just hang around and you'll see"
britney-spears,"There's nowhere I'd rather be If you love me, trust in me The way that I trust in you Sometimes I run (sometimes) Sometimes I hide"
britney-spears,"Sometimes I'm scared of you But all I really want is to hold you tight (hold you tight) Treat you right, be with you day and night (day and night) Sometimes I run (sometimes) Sometimes I hide"
britney-spears,"Sometimes I'm scared of you But all I really want is to hold you tight Treat you right, be with you day and night All I really want is to hold you tight Be with you day and night"
britney-spears,"Sometimes I run, (sometimes) sometimes I hide Sometimes I'm scared of you But all I really want is to hold you tight Treat you right, be with you day and night One, two, three"
britney-spears,"Not only you and me Got one eighty degrees And I'm caught in between One, two, three"
britney-spears,"Peter, Paul and Mary Gettin' down with 3P Everybody loves me Oh Babe, pick a night"
britney-spears,To come out and play If it's alright What do you say? Merrier the more Triple fun that way
britney-spears,"Twister on the floor What do you say? Are you in Livin' in sin is the new thing (yeah) Are, you in"
britney-spears,"I am countin' One, two, three Not only you and me Got one eighty degrees And I'm caught in between"
britney-spears,"One, two, three Peter, Paul and Mary Gettin' down with 3P Everybody loves me"
britney-spears,"Oh One, two, three Not only you and me Got one eighty degrees And I'm caught in between"
britney-spears,"One, two, three Peter, Paul and Mary Gettin' down with 3P Everybody loves me"
britney-spears,Oh Three is a charm Two is not the same I don't see the harm So are you game? Lets' make a team
britney-spears,"Make 'em say my name Lovin' the extreme Now are you game? Are, you in Livin' in sin is the new thing"
britney-spears,"Are, you in I am countin' One, two, three Not only you and me Got one eighty degrees"
britney-spears,"And I'm caught in between One, two, three Peter, Paul and Mary Gettin' down with 3P"
britney-spears,"Everybody loves me One, two, three Not only you and me Got one eighty degrees And I'm caught in between"
britney-spears,"One, two, three Peter, Paul and Mary Gettin' down with 3P Everybody loves me What we do is innocent"
britney-spears,Just for fun and nothin' meant If you don't like the company Let's just do it you and me You and me
britney-spears,"On the floor! One, two, three Not only you and me Got one eighty degrees And I'm caught in between"
britney-spears,"One, two, three Peter, Paul and Mary Gettin' down with 3P Everybody loves me"
britney-spears,"Oh One, two, three Not only you and me Got one eighty degrees And I'm caught in between"
britney-spears,"One, two, three Peter, Paul and Mary Gettin' down with 3P Everybody loves me"
britney-spears,Oh Yeah yeah yeah yeah yeah Yeah yeah yeah yeah yeah yeah I think I did it again I made you believe we're more than just friends It might seem like a crush
britney-spears,"But it doesn't mean that I'm serious 'Cause to lose all my senses That is just so typically me Oh baby, baby Oops, I did it again"
britney-spears,"I played with your heart, got lost in the game Oh baby, baby Oops, you think I'm in love That I'm sent from above"
britney-spears,"I'm not that innocent You see my problem is this I'm dreaming away Wishing that heroes, they truly exist I cry, watching the days"
britney-spears,"Can't you see I'm a fool in so many ways But to lose all my senses That is just so typically me Oh baby, oh Oops, I did it again"
britney-spears,"I played with your heart, got lost in the game Oh baby, baby Oops, you think I'm in love That I'm sent from above"
britney-spears,"I'm not that innocent Yeah yeah yeah yeah yeah yeah Yeah yeah yeah yeah yeah yeah All aboard Britney, before you go, there's something I want you to have Oh, it's beautiful, but wait a minute, isn't this?"
britney-spears,"Yeah, yes it is But I thought the old lady dropped it into the ocean in the end Well baby, I went down and got it for you Aww, you shouldn't have Oops, I did it again to your heart"
britney-spears,"Got lost in this game, oh baby Oops, you think that I'm sent from above I'm not that innocent Oops, I did it again I played with your heart, got lost in the game"
britney-spears,"Oh baby, baby Oops, you think I'm in love That I'm sent from above I'm not that innocent Oops, I did it again"
britney-spears,"I played with your heart, got lost in the game Oh baby, baby Oops, you think I'm in love That I'm sent from above"
britney-spears,"I'm not that innocent He is a hustler, he's no good at all He is a loser, he's a bum, bum, bum, bum He lies, he bluffs, he's unreliable He is a sucker with a gun, gun, gun, gun"
britney-spears,I know you told me I should stay away I know you said he's just a dog astray He is a bad boy with a tainted heart And even I know this ain't smart But mama I'm in love with a criminal
britney-spears,"And this type of love isn't rational, it's physical Mama please don't cry, I will be alright All reason aside I just can't deny, I love the guy He is a villain by the devil's law He is a killer just for fun, fun, fun, fun"
britney-spears,"That man's a snitch and unpredictable He's got no conscience, he got none, none, none, none All I know, should've let go, but no 'Cause he's a bad boy with a tainted heart"
britney-spears,"And even I know this ain't smart But mama I'm in love with a criminal And this type of love isn't rational, it's physical Mama please don't cry, I will be alright All reason aside I just can't deny, I love that guy And he's got my name,"
britney-spears,Tattooed on his arm his lucky charm So I guess it's okay he's with me And I hear people talk Trying to make remarks keep us apart
britney-spears,"But I don't even hear I don't care 'Cause mama I'm in love with a criminal And this type of love isn't rational, it's physical Mama please don't cry, I will be alright"
britney-spears,"All reason aside I just can't deny, I love the guy Mama I'm in love with a criminal And this type of love isn't rational, it's physical Mama please don't cry, I will be alright All reason aside I just can't deny, I love the guy This is a story about a girl named Lucky Early morning, she wakes up"
britney-spears,"Knock, knock, knock on the door It's time for make-up, perfect smile It's you they're all waiting for Isn't she lovely, this Hollywood girl?"
britney-spears,"And they say She's so lucky, she's a star But she cry, cry, cries in her lonely heart, thinking If there's nothing missing in my life Then why do these tears come at night? Lost in an image, in a dream"
britney-spears,"But there's no one there to wake her up And the world is spinning, and she keeps on winning But tell me what happens when it stops? Isn't she lovely, this Hollywood girl?"
britney-spears,"And they say She's so lucky, she's a star But she cry, cry, cries in her lonely heart, thinking If there's nothing missing in my life Then why do these tears come at night? Best actress, and the winner is Lucky"
britney-spears,"I'm Roger Johnson for Pop News standing outside the arena waiting for Lucky Oh my god here she comes Isn't she lovely, this Hollywood girl? She is so lucky, but why does she cry? If there is nothing missing in her life"
britney-spears,"Why do tears come at night? And they say she's so lucky, she's a star But she cry, cry, cries in her lonely heart, thinking If there's nothing missing in my life Then why do these tears come at night? She's so lucky"
britney-spears,"But she cry, cry, cries in her lonely heart, thinking If there's nothing missing in my life Then why do these tears come at night? I'm Miss American Dream since I was seventeen Don't matter if I step on the scene"
britney-spears,Or sneak away to the Philippines They still gon' put pictures of my derriere in the magazine You want a piece of me? You want a piece of me I'm Miss bad media karma
britney-spears,Another day another drama Guess I can't see no harm In working and being a mama And with a kid on my arm
britney-spears,I'm still an exception And you want a piece of me I'm Mrs. Lifestyles of the rich and famous (You want a piece of me) I'm Mrs. Oh my God that Britney's shameless!
britney-spears,(You want a piece of me) I'm Mrs. Extra! Extra! This just in (You want a piece of me) I'm Mrs. she's too big now she's too thin
britney-spears,(You want a piece of me) I'm Mrs. 'You want a piece of me?' Tryin' and pissin' me off Well get in line with the paparazzi Who's flippin' me off
britney-spears,Hopin' I'll resort to startin' havoc And end up settlin' in court Now are you sure you want a piece of me? I'm Mrs. 'Most likely to get on TV for strippin' on the streets'
britney-spears,"When getting the groceries, no, for real Are you kidding me? No wonder there's panic in the industry I mean please I'm Mrs. Lifestyles of the rich and famous"
britney-spears,(You want a piece of me) I'm Mrs. Oh my God that Britney's Shameless (You want a piece of me) I'm Mrs. Exta! Extra! this just in
britney-spears,(You want a piece of me) I'm Mrs. she's too big now she's too thin (You want a piece of me) I'm Miss American Dream since I was 17
britney-spears,Don't matter if I step on the scene Or sneak away to the Philippines They still gon' put pictures of my derriere in the magazine You want a piece of me?
britney-spears,You want a piece of me You want a piece of me? I'm Mrs. Lifestyles of the rich and famous (You want a piece of me)
britney-spears,I'm Mrs. Oh my God that Britney's shameless! (You want a piece of me) I'm Mrs. Extra! Extra! this just in (You want a piece of me)
britney-spears,I'm Mrs. she's too big now she's too thin (You want a piece of me) I'm Mrs. Lifestyles of the rich and famous (You want a piece of me)
britney-spears,I'm Mrs. Oh my God that Britney's shameless! (You want a piece of me) I'm Mrs. Extra! Extra! this just in (You want a piece of me)
britney-spears,I'm Mrs. she's too big now she's too thin (You want a piece of me) You want a piece of me (It's Britney bitch) (I see you)
britney-spears,(And I just want to dance with you) Every time they turn the lights down Just want to go that extra mile for you You public display of affection Feels like no one else in the room (but you) We can get down like there's no one around
britney-spears,We'll keep on rockin' (We'll keep on rockin') We'll keep on rockin' (Keep on rockin') Cameras are flashin' while we're dirty dancin' They keep watching (They keep watching)
britney-spears,"Keep watching Feels like the crowd is saying Gimme, Gimme more Gimme, Gimme, More Gimme, Gimme more Gimme, Gimme, More"
britney-spears,"Gimme, Gimme more Gimme, Gimme, More Gimme, Gimme more Gimme, Gimme, More A center of attention (Can you feel them?)"
britney-spears,Even when we're up against the wall You've got me in a crazy position (yeah) If you're on a mission (uh-uh) You got my permission (oh) We can get down like there's no one around
britney-spears,"We'll keep on rockin' (Keep on rockin') We'll keep on rockin', rockin' (Oh ah ha) Cameras are flashin' while we're dirty dancin' They keep watching (They keep watching)"
britney-spears,"Keep watching Feel's like the crowd is saying: Gimme, Gimme more Gimme, Gimme, More Gimme, Gimme more Gimme, Gimme, More"
britney-spears,"Gimme, Gimme more Gimme, Gimme, More Gimme, Gimme more Gimme, Gimme, More (I just can't control myself)"
britney-spears,"(Do you want more?) (Well We'll Give 'em More) (Ow) Gimme, Gimme more Gimme, Gimme, More (Gimme more) Gimme, Gimme more"
britney-spears,"Gimme, Gimme, More (Oh woah oh!) Gimme, Gimme more Gimme, Gimme, More Gimme, Gimme more (Gimme more, yeah)"
britney-spears,"Gimme, Gimme, More Give me more, give me more Give me more, give me more babe (Danja Danja, Danj) I just want more! Gimme, Gimme Gimme, Gimme Bet you didn't see this one comin"
britney-spears,The incredible ligo The legendary Ms. Britney Spears And the unstoppable Danja You're gonna have to remove me
britney-spears,"Cause I ain't goin nowhere There's only two types of people in the world The ones that entertain, and the ones that observe Well baby I'm a put-on-a-show kinda girl Don't like the backseat, gotta be first"
britney-spears,I'm like the ringleader I call the shots (call the shots) I'm like a firecracker I make it hot
britney-spears,"When I put on a show I feel the adrenaline moving through my veins Spotlight on me and I'm ready to break I'm like a performer, the dance floor is my stage Better be ready, hope ya feel the same All the eyes on me in the center of the ring"
britney-spears,"Just like a circus When I crack that whip, everybody goin' trip Just like a circus Don't stand there watching me, follow me"
britney-spears,"Show me what you can do Everybody let go, we can make a dance floor Just like a circus There's only two types of guys out there, Ones that can hang with me, and ones that are scared"
britney-spears,"So baby I hope that you came prepared I run a tight ship so, beware I'm like the ringleader I call the shots"
britney-spears,I'm like a firecracker I make it hot When I put on a show I feel the adrenaline moving through my veins Spotlight on me and I'm ready to break
britney-spears,"I'm like a performer, the dance floor is my stage Better be ready, hope that ya feel the same All the eyes on me in the center of the ring Just like a circus When I crack that whip, everybody goin' trip"
britney-spears,"Just like a circus Don't stand there watching me, follow me Show me what you can do Everybody let go, we can make a dance floor"
britney-spears,"Just like a circus Let's go Let me see what you can do I'm runnin' this (like, like, like, like a circus) Like a what? (like, like, like, like a circus) All the eyes on me in the center of the ring"
britney-spears,"Just like a circus When I crack that whip, everybody goin' trip Just like a circus Don't stand there watching me, follow me"
britney-spears,"Show me what you can do Everybody let go, we can make a dance floor Just like a circus All the eyes on me in the center of the ring Just like a circus"
britney-spears,"When I crack that whip, everybody goin' trip Just like a circus Don't stand there watching me, follow me Show me what you can do"
britney-spears,"Everybody let go, we can make a dance floor Just like a circus La, la, la, la-la, la, la, la La, la, la, la-la, la, la, la La, la, la, la-la, la, la, la"
britney-spears,"La, la, la, la-la, la, la, la Oh baby, baby, have you seen Amy tonight? Is she in the bathroom, is she smokin' up outside? (Oh!) Oh baby, baby, does she take a piece of lime For the drink that I'mma buy her, do you know just what she likes? (Oh!) Oh (Oh)"
britney-spears,"Tell me have you seen her, cause I'm so (Oh) I can't get her off of my brain I just wanna go, to the party she gon' go Can't somebody take me home?"
britney-spears,"Haha, hehe, haha, ho Love me, hate me Say what you want about me But all of the boys and all of the girls Are begging to if you seek Amy Love me, hate me"
britney-spears,"But can't you see what I see? All of the boys and all of the girls Are begging to if you seek Amy (Love me, hate me) La, la, la, la-la, la, la, la La, la, la, la-la, la, la, la Amy told me that she's gonna meet me up"
britney-spears,"I don't know where or when and now they're closin' up the club (Oh!) I've seen her once or twice before she knows my face But it's hard to see with all the people standin' in the way (Oh!) Oh (Oh) Tell me have you seen her, cause I'm so (Oh)"
britney-spears,"I can't get her off of my brain I just wanna go, to the party she gon' go Can't somebody take me home? Haha, hehe, haha, ho Love me, hate me"
britney-spears,"Say what you want about me But all of the boys and all of the girls Are begging to if you seek Amy Love me, hate me But can't you see what I see?"
britney-spears,"All of the boys and all of the girls Are begging to if you seek Amy (Love me, hate me) Ohhhh, say what you want about me Ohhhh, but can't you see what I see? (Love me, hate me) Yeahh, say what you want about me"
britney-spears,"(La, la, la, la-la, la, la, la) So tell me if you see her (Let me know what she was wearing and what she was like) Cause I've been waiting here forever (Let me know where she was going I don't mind) Oh baby, baby, if you seek Amy tonight (Oh!)"
britney-spears,"Oh baby, baby, we'll do whatever you'll like Oh baby, baby, baby Oh baby, baby, baby... La, la, la, la-la, la, la, la La, la, la, la-la, la, la, la"
britney-spears,"La, la, la, la-la, la, la, la La, la, la, la-la, la, la, la Love me, hate me Say what you want about me But all of the boys and all of the girls"
britney-spears,"Are begging to if you seek Amy Love me, hate me But can't you see what I see? All of the boys and all of the girls Are begging to if you seek Amy Love me, hate me"
britney-spears,"Say what you want about me (Yeaaaah) (La, la, la, la-la, la, la, la) (Yeah) Love me, hate me But can't you see what I see? All of the boys and all of the girls"
britney-spears,"Are begging to if you seek Amy (Love me, hate me) Ohhhh, say what you want about me Ohhhh, but can't you see what I see? (Love me, hate me) Yeahh, say what you want about me All of the boys and all of the girls Are begging to if you seek Amy Oh baby, baby"
britney-spears,"Oh baby, baby Oh baby, baby, how was I supposed to know That something wasn't right here Oh baby, baby, I shouldn't have let you go And now you're out of sight, yeah"
britney-spears,"Show me how want it to be Tell me baby 'cause I need to know now, oh because My loneliness is killing me (and I) I must confess I still believe (still believe) When I'm not with you I lose my mind"
britney-spears,"Give me a sign Hit me baby one more time Oh baby, baby The reason I breathe is you Boy you got me blinded"
britney-spears,Oh pretty baby There's nothing that I wouldn't do It's not the way I planned it Show me how you want it to be
britney-spears,"Tell me baby 'cause I need to know now, oh because My loneliness is killing me (and I) I must confess I still believe (still believe) When I'm not with you I lose my mind Give me a sign"
britney-spears,"Hit me baby one more time Oh baby, baby Oh baby, baby Yeah, Oh baby, baby how was I supposed to know Oh pretty baby, I shouldn't have let you go"
britney-spears,"I must confess, that my loneliness is killing me now Don't you know I still believe That you will be here And give me a sign"
britney-spears,Hit me baby one more time My loneliness is killing me (and I) I must confess I still believe (still believe) When I'm not with you I lose my mind Give me a sign
britney-spears,"Hit me baby one more time I must confess, that my loneliness is killing me now Don't you know I still believe That you will be here And give me a sign"
britney-spears,"Hit me baby one more time I know I may be young, but I've got feelings too And I need to do what I feel like doing So let me go, and just listen All you people look at me like I'm a little girl Well did you ever think it'd be ok for me to step into this world Always saying little girl don't step into the club"
britney-spears,"Well I'm just tryin' to find out why 'cause dancing's what I love Get it get it, get it get it (oh) Get it get it, get it get it (oh) Get it get it, get it get it (oh) I know I may come off quiet, I may come off shy But I feel like talking, feel like dancing when I see this guy What's practical is logical, what the hell, who cares?"
britney-spears,"All I know is I'm so happy when you're dancing there I'm a slave for you, I cannot hold it, I cannot control it I'm a slave for you, I won't deny it, I'm not trying to hide it Baby, don't you wanna, dance up on me (I just wanna dance next to you) To another time and place"
britney-spears,"Oh baby, don't you wanna, dance up on me (Are you ready) Leaving behind my name, and age (Let's go) (Like that)"
britney-spears,"(You like it) (Now watch me) Get it get it, get it get it (oh) Get it get it, get it get it (oh) Get it get it, get it get it (oh) I really wanna dance, tonight with you"
britney-spears,"(I just can't help myself) I really wanna do what you want me to (I just feel I let myself go) I really wanna dance, tonight with you (Wanna see you move)"
britney-spears,"I really wanna do what you want me to (Uh uh uh) Baby, don't you wanna, dance up on me (I just wanna dance next to you) To another time and place"
britney-spears,"Oh, baby, don't you wanna, dance up on me (Are you ready) Leaving behind my name, and age I'm a slave for you (take that) I cannot hold it, I cannot control it I'm a slave (it just feels right) for you (it just feels good)"
britney-spears,"I won't deny it, I'm not trying to hide it (baby) Get it get it, get it get it (oh) Get it get it, get it get it (oh) Get it get it, get it get it (oh) Get it get it, get it get it (oh) Get it get it, get it get it (oh)"
britney-spears,"Get it get it, get it get it (oh) I'm a slave for you (here we go now) I cannot hold it, I cannot control it I'm a slave for you, (here we go) I won't deny it, (yeah) I'm not trying to hide it (Like that) Ooh hey, yeah Hush, just stop"
britney-spears,"There's nothing you can do or say, baby I've had enough I'm not your property as from today, baby You might think that I won't make it on my own"
britney-spears,"But now I'm Stronger than yesterday Now it's nothing but my way My loneliness ain't killing me no more I, I'm stronger Then I ever thought that I could be, baby"
britney-spears,"I used to go with the flow Didn't really care 'bout me You might think that I can't take it, but you're wrong 'Cause now I'm Stronger than yesterday"
britney-spears,"Now it's nothing but my way My loneliness ain't killing me no more I, I'm stronger Come on, now Oh, yeah Here I go, on my own"
britney-spears,"I don't need nobody, better off alone Here I go, on my own now I don't need nobody, not anybody Here I go, here I go Alright, here I go"
britney-spears,"Stronger than yesterday It's nothing but my way My loneliness ain't killing me no more I, I'm stronger Stronger than yesterday"
britney-spears,Now it's nothing but my way My loneliness ain't killing me no more Now I'm stronger than yesterday Now it's nothing but my way
britney-spears,"My loneliness ain't killing me no more (no more) I, I'm stronger Lately I've been stuck imagining What I wanna do and what I really think Time to blow out Be a little inappropriate"
britney-spears,'Cause I know that everybody's thinking it When the light's out Shame on me To need release Uncontrollably I wanna go all the way
britney-spears,"Taking out my freak tonight I wanna show all the dirt I got running through my mind, whoa I wanna go all the way Taking out my freak tonight"
britney-spears,"I wanna show all the dirt I got running through my mind, whoa Lately people got me all tied up There's a countdown waiting for me to erupt Time to blow out I've been told do what you do with it"
britney-spears,We keep both my hands above the blanket When the light's out Shame on me To need release Uncontrollably I wanna go all the way
britney-spears,"Taking out my freak tonight I wanna show all the dirt I got running through my mind, whoa I wanna go all the way Taking out my freak tonight"
britney-spears,"I wanna show all the dirt I got running through my mind, whoa Shame on me To need release Uncontrollably I wanna go all the way"
britney-spears,"Taking out my freak tonight I wanna show all the dirt I got running through my mind, whoa I wanna go all the way Taking out my freak tonight"
britney-spears,"I wanna show all the dirt I got running through my mind, whoa Baby, I'm so into you You've got that something, what can I do Baby, you spin me around, oh"
britney-spears,"The earth is movin', but I can't feel the ground Every time you look at me My heart is jumpin', it's easy to see Loving you means so much more"
britney-spears,"More than anything I ever felt before [Chorus] You drive me crazy I just can't sleep I'm so excited, I'm in too deep"
britney-spears,"Crazy, but it feels alright Baby thinkin' of you keeps me up all night Tell me, you're so into me That I'm the only one you will see"
britney-spears,"Tell me I'm not in the blue, oh That I'm not wastin' My feelins on you Loving you means so much more"
